song_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Supermassive Black Hole (Album Version),Muse,,,,,,,,,,,,,
Show Me (Acoustic Version),Seal,,,,,,,,,,,,,
Background Music: The Greatest Ever Punk Sing-Along! (Live),The Prefects,,,,,,,,,,,,,
Y.O.U. (Album Version),Lonestar,,,,,,,,,,,,,
6TH Avenue Nightmare,Pennywise,,,,,,,,,,,,,
Cuatro Estrofas,Sandra Mihanovich,0.489,0.285,11,-12.704,0,0.0445,0.813,1.3e-06,0.197,0.318,122.05,157413,4
Climax (Instrumental Mix),Slum Village,,,,,,,,,,,,,
Give It Up Or Let Me Go,Dixie Chicks,,,,,,,,,,,,,
BOMB SQUAD,Bomb Squad,,,,,,,,,,,,,
Le Chat du Café des Artistes,Charlotte Gainsbourg,0.518,0.492,1,-9.77,0,0.0269,0.0377,0.781,0.178,0.219,75.095,241654,4
Joy to the World,The Jordanaires & Orion,0.593,0.34,3,-15.704,1,0.0484,0.866,0,0.125,0.638,106.598,99333,4
Don't Know How To Be,God Lives Underwater,,,,,,,,,,,,,
I'm Back,Eminem,,,,,,,,,,,,,
Althea Cooley,Mack and Jamie,0.807,0.314,6,-13.498,1,0.888,0.759,0,0.497,0.968,106.195,27627,4
Yearning Just For You,Bob Wills,0.344,0.345,2,-11.282,1,0.0306,0.619,0.000979,0.123,0.784,174.851,160533,4
Sincerely,Don & Juan,0.264,0.471,2,-10.327,1,0.0311,0.607,1.24e-06,0.25,0.683,98.776,148173,3
ONE WAY LOVE,An Cafe,,,,,,,,,,,,,
Merry-Go-Runaround,Bob Hope,,,,,,,,,,,,,
Canción De Títeres,María Elena Walsh,0.693,0.305,1,-9.948,1,0.0358,0.93,0,0.0741,0.757,110.392,119480,4
Devil's Daughter,Eric Burdon,0.389,0.476,7,-12.683,0,0.0351,0.161,4.52e-05,0.199,0.624,81.023,244213,4
The Taking Of Angelique,Dark Shadows,,,,,,,,,,,,,
Question Authority,Circle Jerks,0.378,0.823,11,-10.717,1,0.0431,0.00352,2.22e-05,0.0416,0.556,99.658,122653,4
4tx.31b,S.U.P,,,,,,,,,,,,,
Loup Garou,Deville_ Willy,,,,,,,,,,,,,
Oh No,Daniel Johnston,0.24,0.184,8,-21.578,1,0.0338,0.991,0.88,0.114,0.331,70.939,236318,4
So Many Reasons,Jake Hess,0.411,0.231,7,-16.865,1,0.0308,0.841,8.19e-05,0.326,0.359,79.589,171160,4
32 Lines (Album Version),Sophie B. Hawkins,,,,,,,,,,,,,
Levallois Monte Carlo,Georges Parys,,,,,,,,,,,,,
Dragonfly,Diesel Boy,0.387,0.976,0,-4.783,1,0.128,0.00397,0.000739,0.0773,0.635,106.514,140013,4
Fading Lady Light,Jefferson Starship,0.55,0.562,10,-8.225,1,0.029,0.564,0,0.0969,0.299,122.279,220533,4
The Croppy Boy,The Irish Tenors,0.218,0.0364,10,-20.928,1,0.0406,0.949,3.93e-06,0.109,0.104,171.809,284733,3
Many Are We,Keep Of Kalessin,0.374,0.997,3,-5.078,1,0.202,0.00087,0.805,0.255,0.036,109.883,292427,4
Play The Part,Eyes Set to Kill,,,,,,,,,,,,,
Cajun Honey (Cajun Lovin' Style),Rod Bernard,0.615,0.406,7,-13.829,1,0.0296,0.016,0.00319,0.311,0.853,77.565,103453,4
Sloppy (I Saw My Baby Gettin'),Devo,,,,,,,,,,,,,
Reminissin',Geiom Feat. Marita,,,,,,,,,,,,,
Caseta del Plater,Pep Laguarda & Tapineria,0.504,0.269,0,-14.488,1,0.0351,0.866,0.144,0.111,0.184,124.95,340933,4
2 People,Ann Lee,,,,,,,,,,,,,
In Fate's Hands (Album Version),The Red Jumpsuit Apparatus,,,,,,,,,,,,,
Tem Do de Mim (Live At El Matador_ San Francisco),Sergio Mendes,,,,,,,,,,,,,
Salvation,Chroma Key,0.541,0.423,4,-11.694,0,0.0277,0.468,0.464,0.167,0.217,120.034,160507,4
Till There Was You (John Creamer & Stephane K Remix),Rachael Starr,,,,,,,,,,,,,
I Love No One But You,Don Gibson,,,,,,,,,,,,,
A história do incêndio do jequitibá de Carangola (Part 1),Hélio Ziskind,,,,,,,,,,,,,
Shame,Anna Abreu,,,,,,,,,,,,,
Arise_ My Love (Song Of Solomon),Michael Card,,,,,,,,,,,,,
Two Guitars Shuffle (take 1),Lonnie Brooks,,,,,,,,,,,,,
What If I Forget The Champagne,Stanley Clarke,,,,,,,,,,,,,
Listen,Mykill Miers,0.83,0.485,11,-14.207,0,0.524,0.293,0,0.0587,0.824,91.059,236507,4
Elementro,TEN MADISON,,,,,,,,,,,,,
Meteor Of War (Album Version),Rancid,,,,,,,,,,,,,
Kangaroo Blues,Moon Mullican,,,,,,,,,,,,,
Remember (Walkin' In the Sand),The Shangri-Las,,,,,,,,,,,,,
Tappin' Out (LP Version),The Katies,,,,,,,,,,,,,
The Stranger,James Horner,0.274,0.0442,2,-30.516,0,0.0335,0.838,0.637,0.113,0.0772,94.999,231587,4
A.C.A.B. (Bumper Sessions),4 Skins,,,,,,,,,,,,,
Nanã,Mario Telles,0.479,0.416,7,-11.353,1,0.0254,0.669,0,0.107,0.761,97.311,211333,4
NOT IN LOVE,The Scare,,,,,,,,,,,,,
Are You There (With Another Girl),Burt Bacharach,0.59,0.358,7,-10.496,1,0.0329,0.464,0.204,0.122,0.177,115.504,173627,4
Intro,The Chi-Lites,,,,,,,,,,,,,
No Good In Goodbye,Jason Michael Carroll,,,,,,,,,,,,,
Copacabana,Sivuca,,,,,,,,,,,,,
I Wanna Be Where You Are,Michael Jackson,0.605,0.843,4,-8.546,0,0.0604,0.469,0.00235,0.118,0.662,103.817,182787,4
Tenderly,Eddie Calvert,0.235,0.208,0,-12.65,1,0.0371,0.932,0.861,0.308,0.122,93.469,173987,3
Danny's All-Star Joint (LP Version),Rickie Lee Jones,,,,,,,,,,,,,
I'd Rather Have Jesus,Loretta Lynn,,,,,,,,,,,,,
Miesten tähden,Rauni Pekkala,0.602,0.593,1,-9.285,1,0.0381,0.743,0,0.0744,0.864,93.551,161067,4
Song For Paul,Alex Gopher,0.58,0.242,4,-12.264,1,0.0283,0.701,1.63e-05,0.0953,0.126,79.924,166933,4
Charly (Trip Into Drum And Bass Version) (Remastered),The Prodigy,,,,,,,,,,,,,
Thrill Me,Simply Red,0.618,0.921,2,-6.595,0,0.0449,0.0688,0.0283,0.176,0.879,93.984,303960,4
Covered (The Beauty Of Simplicity Album Version),Telecast,,,,,,,,,,,,,
Girl Tonite (featuring Trey Songz)  (Explicit Chopped & Screwed Version),Twista,,,,,,,,,,,,,
From the Gardner Meditations: African Tarantella,Stefon Harris,,,,,,,,,,,,,
Beautiful Lies,Eddie,0.732,0.396,9,-9.593,0,0.0389,0.087,1.09e-05,0.136,0.611,153.981,318760,4
Alma De Metal,Bobby Pulido,,,,,,,,,,,,,
Werther - Lyric Drama in four Acts/Act III/Toute mon âme est là,Ramón Vargas;Vesselina Kasarova;Vladimir Jurowski,,,,,,,,,,,,,
Toby,The Chi Lites,,,,,,,,,,,,,
La Fruta Bomba,Fruko Y Sus Tesos,0.753,0.829,8,-5.575,1,0.0806,0.151,2.77e-05,0.173,0.888,113.391,209522,4
World Destruction (2005 Digital Remaster),Time Zone,,,,,,,,,,,,,
Wartime Blues,Blind Lemon Jefferson,0.496,0.231,10,-10.181,1,0.0918,0.97,0,0.113,0.752,80.19,184413,4
Theme From the Victors,Frank Chacksfield,,,,,,,,,,,,,
Only You,Nana Mouskouri,0.4,0.388,2,-10.545,1,0.0309,0.701,2.55e-06,0.113,0.235,137.766,177760,4
Change Your Mind,KMD,0.617,0.729,1,-11.229,0,0.0445,0.00171,0.0142,0.122,0.551,120.01,239133,4
O.T. (Skit),Cam'Ron,,,,,,,,,,,,,
Na Primeira Manhã,Alceu Valença,0.486,0.448,0,-8.844,1,0.0314,0.299,9.76e-05,0.149,0.251,116.518,264333,4
Wildflower,Bon Jovi,0.441,0.621,7,-6.034,1,0.0278,0.0217,0,0.18,0.346,92.787,253800,4
Dolores,The Merry Macs,0.466,0.16,8,-11.776,1,0.0345,0.931,0.0224,0.149,0.564,91.853,191933,4
Tables Turn,Ann Nesby,0.835,0.38,1,-7.848,1,0.0424,0.501,6.16e-06,0.0578,0.588,87.995,243013,4
Heal (The Separation) [PM Dawn Alt. Lead Mix],The Shamen,,,,,,,,,,,,,
Rock The House (Explicit),Gorillaz,,,,,,,,,,,,,
East West,Thomas Battenstein,,,,,,,,,,,,,
Carol of the Bells (Album Version),Danny Wright,,,,,,,,,,,,,
The Invasion (Aka Black Wa Da Da),Burning Spear,0.73,0.384,0,-15.513,1,0.139,0.00163,0.0035,0.27,0.913,145.578,335533,4
Motivator,Midwest Product,0.718,0.691,10,-9.118,1,0.0408,0.00999,0.875,0.1,0.349,140.998,301733,4
IV,From Autumn To Ashes,0.219,0.21,4,-11.314,0,0.0363,0.873,0.88,0.237,0.158,97.021,147640,4
La petite boite en fer,Mademoiselle Sane,0.556,0.189,11,-10.372,0,0.0359,0.799,0.000119,0.136,0.0651,121.116,218000,4
Jesus_ Lover Of My Soul (Bonus Stereo Trax),Passion,,,,,,,,,,,,,
The Other Side Of That Hill,Barbara Fairchild,0.487,0.496,2,-7.145,1,0.0281,0.181,0,0.125,0.365,151.978,329240,4
Own Me,The Frequency,0.677,0.679,11,-10.939,0,0.0903,0.265,0.763,0.0735,0.889,76.845,284680,4
Someday (I Will Understand),Britney Spears,0.523,0.561,0,-9.444,0,0.0275,0.732,2.55e-05,0.126,0.176,135.972,216933,4
Fall Line,Jack Johnson and Friends / Matt Costa,,,,,,,,,,,,,
Don't It (make Your Troubles Seem Small) (Album Version),Soul Asylum,,,,,,,,,,,,,
Morghe Eshgh,Mohammad Nouri,0.314,0.123,3,-15.758,1,0.0324,0.972,0.115,0.23,0.253,86.652,224027,3
Watch The Sunrise [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],Big Star,,,,,,,,,,,,,
Das ist mein Viertel,Eko Fresh feat. Capkekz,,,,,,,,,,,,,
Me vuelves loco,Caballo Dorado,0.673,0.685,2,-7.971,1,0.0307,0.0263,1.21e-06,0.178,0.681,80.807,190171,4
Sista,City High,0.619,0.651,8,-8.394,0,0.0857,0.0551,0,0.0779,0.691,159.933,231360,4
I'mma Break It Down,Eazy-E,,,,,,,,,,,,,
1er Gaou,Magic Systeme,,,,,,,,,,,,,
Valerie,Amy Winehouse,,,,,,,,,,,,,
It Ain't What It Seems,Pat Travers,0.462,0.76,9,-5.94,1,0.0505,0.418,0.000357,0.0737,0.778,92.229,253827,4
November Has Come,Gorillaz,0.702,0.567,7,-8.561,1,0.239,0.0815,2.75e-05,0.0864,0.667,84.153,165093,4
The Very Conscious,The Antripodean Collective,0.449,0.33,8,-11.746,1,0.103,0.897,0.579,0.045,0.11,138.964,720533,5
Back A Yard,The In Crowd,,,,,,,,,,,,,
Given Up (Album Version),Linkin Park,,,,,,,,,,,,,
South Bound Water,Lonnie Johnson,0.724,0.127,2,-19.36,1,0.046,0.971,3.12e-05,0.0849,0.481,82.036,166113,4
Ja Nun Hons Pris,Bryan Ferry,0.47,0.202,7,-15.577,0,0.066,0.741,0,0.503,0.609,105.566,35707,3
It's Good To Know Jesus,Mississippi Mass Choir,0.694,0.613,1,-13.957,1,0.079,0.423,0.000132,0.0509,0.761,116.353,221907,1
Things You Do To Me,Martin Sexton,0.748,0.771,1,-9.164,1,0.118,0.0433,0.000127,0.975,0.642,103.219,256653,4
O For a Thousand Tongues,Glad,0.413,0.252,2,-14.832,1,0.0314,0.791,0,0.116,0.56,138.506,200827,5
Tripping Billies,DAVE MATTHEWS BAND,,,,,,,,,,,,,
Your Love (Got a Hold of Me) instrumental,George Nooks,,,,,,,,,,,,,
Kaloobafak [I'm Confessin' (That I Love You)] (LP Version),Jim Kweskin,,,,,,,,,,,,,
Nobody In Mind,Joe Turner,,,,,,,,,,,,,
Run A Mile,The Pineapple Thief,,,,,,,,,,,,,
Wo You Jin Ri,Justin,,,,,,,,,,,,,
Cranford: Deborah's Vigil,Carl Davis,0.168,0.0758,7,-22.583,1,0.045,0.986,0.817,0.113,0.0396,74.707,167293,4
All Is One,Atman,,,,,,,,,,,,,
Washes Over Me,Wamdue Project,,,,,,,,,,,,,
Junior Crehan's Favourite - Corney Is Coming,Planxty,0.583,0.516,7,-10.413,1,0.0283,0.577,0.799,0.0663,0.21,101.247,161147,4
Jag Vet En Dejlig Rosa,Thomas Battenstein,,,,,,,,,,,,,
Hannikaisen baari,Hector,,,,,,,,,,,,,
Luo Cuo Che,Sammi Cheng,,,,,,,,,,,,,
It Could All Get Blown Away,The Jeff Healey Band,0.503,0.738,7,-6.643,0,0.034,0.00428,0.000109,0.197,0.635,94.447,283107,4
Bob Your Head,RUN-DMC,,,,,,,,,,,,,
Make it up,Anthony Cruz,0.543,0.532,2,-11.341,0,0.163,0.585,0,0.131,0.689,81.09,264680,4
Le Roi A Fait Battre Tambour,Jacques Douai,,,,,,,,,,,,,
Dope Nose,Weezer,0.416,0.724,10,-4.87,1,0.0512,0.000336,0.0788,0.247,0.819,127.357,137400,4
Never Alone,Walter Hawkins,0.44,0.543,1,-13.519,1,0.0827,0.46,0.00501,0.389,0.412,131.1,467827,4
Love Lifted Me,Eddy Raven,0.676,0.332,7,-12.837,1,0.0267,0.363,1.58e-06,0.269,0.475,77.078,143907,4
Wings Off Flies (2009 Digital Remaster),Nick Cave & The Bad Seeds,,,,,,,,,,,,,
Working On The Highway,Bruce Springsteen,,,,,,,,,,,,,
Trade It All PT2  (Early Fade Amended Version- Bonus Track) (featuring P. Diddy & Jagged Edge),Fabolous,,,,,,,,,,,,,
Xin Bu Liao Qing,Fiona Sit,,,,,,,,,,,,,
The Pig,Showbread,0.391,0.586,4,-6.7,1,0.035,0.00191,0.124,0.175,0.153,120.417,297653,4
I'll Be Glad,Elvin Bishop,,,,,,,,,,,,,
Gaya's Dream,The Gathering,0.223,0.645,0,-11.096,1,0.0351,0.000807,0.69,0.268,0.391,131.236,363547,4
Anyone Who Had A Heart,Cal Tjader,,,,,,,,,,,,,
Nothing Matters Anymore,Showbread,0.31,0.961,9,-3.794,1,0.0456,0.000396,0,0.656,0.234,164.939,252400,4
Fortunate Fool,Jack Johnson,0.808,0.267,4,-10.415,1,0.0426,0.609,0.00343,0.119,0.32,129.266,229507,4
Tu Vuo_ Fa_ L_ Americano,Rita Chiarelli,,,,,,,,,,,,,
High Horse,Workhorse,0.42,0.669,7,-7.092,1,0.0287,0.121,0.131,0.0957,0.515,114.445,251413,4
Intro/Whatcha Gonna Do about It,Humble Pie,,,,,,,,,,,,,
September Song,The Chico Hamilton Quintet With Fred Katz_ Paul Horn_ John Pisano_ Carson Smith,,,,,,,,,,,,,
Bodyfly (Dynamix original version),Dynamix,,,,,,,,,,,,,
Brampton To Roadhead,Gathering,0.615,0.553,4,-9.402,0,0.035,0.123,0.00682,0.0585,0.524,94.908,245600,4
Stop That Thing,Sleepy John Estes,0.487,0.202,2,-19.427,1,0.053,0.858,0.00332,0.054,0.902,184.194,112533,4
Drumroll (We're All Thirsty),P.O.S,0.345,0.951,10,-4.867,0,0.478,0.00472,0,0.346,0.618,79.238,157080,4
Tu Quieres Volver,Gipsy Kings,0.617,0.702,5,-10.143,0,0.0404,0.84,0.0015,0.155,0.46,82.34,192267,4
Cable,Languis,0.404,0.579,1,-16.329,1,0.0585,0.797,0.733,0.111,0.433,96.848,199000,4
Get 'em,Redman / Saukrates / Icadon,,,,,,,,,,,,,
Romanza,Hard Romantic,0.429,0.2,5,-17.99,1,0.029,0.928,0.895,0.189,0.226,81.975,269560,4
Walking To Jerusalem,Tracy Byrd,0.692,0.826,2,-7.272,1,0.0327,0.0426,0,0.196,0.849,116.613,205440,4
Calm Down Dad,Helen Love,0.786,0.83,2,-4.684,1,0.0666,0.174,0,0.343,0.902,102.515,145333,4
Dragonfly,Connemara Stone Company,,,,,,,,,,,,,
Intro,DJ Clue / P. Diddy,,,,,,,,,,,,,
Bigbigkiss,Helen Love,0.325,0.933,0,-9.836,1,0.07,3.18e-06,0.0473,0.117,0.4,162.27,213400,4
To Go Home,Daniel Johnston,0.32,0.473,0,-9.34,1,0.0343,0.948,0.797,0.175,0.63,131.272,270692,4
Duh Duh Da,Lidell Townsell,,,,,,,,,,,,,
"""""""Pete's Crusade (12"""""""" Version) (2006 Digital Remaster)""""""",Light Of The World,,,,,,,,,,,,,
Departure / End Title (Love Theme From Night Of Dark Shadows),Dark Shadows,,,,,,,,,,,,,
She Don't Belong To You,Sue Foley,0.443,0.648,7,-6.119,1,0.0291,0.157,0.000293,0.344,0.55,104.964,224933,4
Q1.1 Edit,Basic Channel,,,,,,,,,,,,,
Blowin' In the Wind,Ben Sidran,0.512,0.18,5,-17.735,1,0.0347,0.876,0.0617,0.113,0.153,134.863,308853,4
The Sound Of Music - [High Wycombe Town Hall Live 13 July 1979] (Sound Check),Joy Division,,,,,,,,,,,,,
This Is For My Bitches,Jim Jones featuring Oshy,,,,,,,,,,,,,
Let It All Go,Krayzie Bone,0.6,0.738,6,-5.4,1,0.0417,0.0182,0,0.18,0.552,90.475,175747,4
Youre nobody till somebody loves you,Mills Brothers,,,,,,,,,,,,,
Here You Come Again (LP Version),Barry Mann,,,,,,,,,,,,,
Brother Can You Spare A Dime (Album Version),Jim Kweskin with Samoa Wilson,,,,,,,,,,,,,
Hummingbird,Jimmy Page,0.395,0.361,4,-13.748,0,0.0352,0.316,8.92e-06,0.168,0.266,138.993,322627,4
Tabernacle Song,Fake Problems,0.401,0.625,0,-6.252,1,0.0293,0.0124,0,0.171,0.508,103.525,193467,4
"""""""(You're) Timeless To Me (""""""""Hairspray"""""""")""""""",John Travolta / Christopher Walken,,,,,,,,,,,,,
I'm Gonna Take My Time,Anthony Watson,,,,,,,,,,,,,
Dig Up Her Bones,The Misfits,,,,,,,,,,,,,
Cien Anos,Selena,,,,,,,,,,,,,
Collides With Beauty,ATB,0.595,0.896,9,-6.789,0,0.0407,0.0418,0.603,0.681,0.797,136.988,349000,4
A Little Of You,Eurythmics,,,,,,,,,,,,,
2 Fists Full Of Nothing,Bruisers,,,,,,,,,,,,,
In My Heart,Paul Avgerinos,0.0706,0.0668,4,-26.717,1,0.0487,0.976,0.978,0.108,0.0279,76.312,338960,4
Amaze,Jimmy Riley,0.699,0.654,1,-5.724,1,0.0326,0.381,1.72e-06,0.208,0.595,159.816,216360,4
El Mar No Cesa (Live),Héroes del Silencio,,,,,,,,,,,,,
Forgive Me (High Key-Premiere Performance Plus),Steve Green,,,,,,,,,,,,,
Anfang Vom Ende,Pyranja,,,,,,,,,,,,,
I'll Pray For You,The Perrys,,,,,,,,,,,,,
My Own Way,Evolution,0.521,0.799,2,-5.501,0,0.0404,0.0243,0.00273,0.124,0.37,97.028,209707,4
Dunn's Revenge,Paul Buckmaster,,,,,,,,,,,,,
Pick Me Up On Your Way Down - Original,Charlie Walker,,,,,,,,,,,,,
Beloki,Peloton,0.356,0.0512,1,-19.818,0,0.0385,0.973,0.633,0.122,0.0763,69.293,238480,4
Ich bleib so wie ich bin,Eko Fresh feat. Ado,,,,,,,,,,,,,
Brightess night,Wilks,,,,,,,,,,,,,
Shenandoah,The Statler Brothers,0.601,0.167,5,-16.241,1,0.0321,0.796,6.4e-05,0.103,0.218,104.162,199200,4
Schauet Her!,Der Plan,0.72,0.429,9,-12.007,0,0.457,0.887,0.00103,0.0551,0.379,122.482,34333,3
Life is Love,NO-TONE ft.Inusa,,,,,,,,,,,,,
Que Ves Por Tu Ventana,David Saylor,,,,,,,,,,,,,
Talking During Sex (LP Version),Martin Lawrence,,,,,,,,,,,,,
Nadal De Luintra,Berrogüetto,0.329,0.304,2,-7.434,1,0.0267,0.409,3.28e-05,0.105,0.282,97.925,246120,4
Smith & Wesson,Frenchy,0.511,0.733,10,-7.365,0,0.0528,0.362,1.15e-05,0.583,0.742,96.114,246267,4
Vietnamese Baby,The New York Dolls,,,,,,,,,,,,,
Bring Out Your Dead,Cadacross,0.502,0.973,4,-4.326,0,0.0637,0.00078,0.616,0.109,0.42,92.456,217933,4
Angry Chair,Alice In Chains,0.311,0.969,8,-3.986,1,0.104,0.0633,3.73e-06,0.0499,0.129,106.817,288800,4
The Modern Rome Burning,Anti-Flag,0.245,0.963,10,-3.698,0,0.224,0.00352,0.000297,0.118,0.331,187.913,258000,4
Spawn (Again),Silverchair,0.318,0.859,1,-6.597,1,0.0611,0.0167,0.00394,0.104,0.234,138.15,207573,4
Suck My Blood,Beherit,0.175,0.809,2,-5.887,1,0.0708,2.53e-05,0.0498,0.401,0.0664,149.692,266747,4
Friends Of All Races,Rocky Whatule,0.361,0.975,11,-8.086,1,0.71,0.702,0,0.868,0.516,84.845,283760,4
Love Shines Through  (Dream Album Version),Michelle Tumes,,,,,,,,,,,,,
White Jetta,Casiotone For The Painfully Alone,0.658,0.868,4,-9.848,0,0.0892,0.0468,0.075,0.0749,0.0389,90.057,197253,4
"""""""non-existent track (part one: """"""""why don't you fuckin' remember anything ?"""""""")""""""",Aphasia,,,,,,,,,,,,,
Jane 5,EPMD,0.773,0.528,10,-7.883,0,0.333,0.0164,0.000209,0.11,0.427,86.909,161293,4
Canon In D Major (J. Pachelbel),Mariano Yanani,0.115,0.215,2,-15.331,1,0.043,0.971,0.91,0.13,0.314,171.787,192373,5
Need To Shout,Architecture In Helsinki,,,,,,,,,,,,,
Café Sarajevo,Lara,,,,,,,,,,,,,
Gallows (Album Version),Atreyu,,,,,,,,,,,,,
Fanfara,Save As,0.802,0.827,0,-11.851,0,0.044,0.041,0.921,0.0733,0.97,128.019,229274,4
La Nuit,Patrick Eudeline,,,,,,,,,,,,,
La chanson des genêts,Jean Lumière,0.352,0.243,5,-11.053,1,0.0318,0.94,0,0.178,0.396,108.369,183092,3
You Know How I Do [Live From Bamboozle],Taking Back Sunday,,,,,,,,,,,,,
Io Vivo,Piero Esteriore,,,,,,,,,,,,,
Ay Nare Nare,Grup Knar,0.469,0.488,7,-7.51,1,0.0373,0.886,0,0.11,0.683,122.563,381701,4
Breath Of Fresh Air,Warrior King,0.594,0.712,10,-5.973,1,0.237,0.399,0,0.181,0.778,82.899,225787,4
She Left Me A Mule ,Sonny Landreth,,,,,,,,,,,,,
Destiny,Buju Banton,0.82,0.683,4,-7.686,1,0.0613,0.0231,0,0.217,0.795,134.916,238267,4
Chu Hsin,B.A.D.,,,,,,,,,,,,,
Love Is All Around,Wet Wet Wet,,,,,,,,,,,,,
Cell (Album),Falling Into Place,,,,,,,,,,,,,
Maracaia,Timbalada,,,,,,,,,,,,,
There Are More Questions Than Answers,Johnny Nash,0.582,0.459,4,-12.318,1,0.0376,0.201,8.44e-05,0.0834,0.946,81.4,167267,4
Radio Jay,Mario Rosenstock,,,,,,,,,,,,,
DEU470956112,Marty Robbins,,,,,,,,,,,,,
Ya Basta,Jay Pérez,0.657,0.54,0,-11.006,1,0.0339,0.474,0,0.0642,0.819,104.858,195200,4
Trois Noëls québècois (trad): Gabriel,Catherine King/Matthew Schwinghammer/The American Boychoir,,,,,,,,,,,,,
Lebaran,Bimbo,,,,,,,,,,,,,
Sommarens sista mås,Arne Weise,0.427,0.184,7,-14.866,1,0.0337,0.898,5.47e-05,0.121,0.277,141.815,198253,3
Wang Wang Blues,Hank Penny,0.657,0.302,5,-10.269,1,0.0297,0.918,0.798,0.0511,0.729,95.07,126960,4
Siri,Samba Mapangala and Orchestra Virunga,,,,,,,,,,,,,
Suba,Jason Miles,0.786,0.681,6,-8.863,0,0.113,0.012,0.424,0.0327,0.537,97.978,256147,4
Beauty And The Beast,Nightwish,,,,,,,,,,,,,
The Lonesome Boatman,The Fureys,0.372,0.209,5,-16.917,0,0.0383,0.833,0.721,0.137,0.318,125.653,197213,4
Knock Knock,Joe Lynn Turner,0.577,0.936,7,-6.641,1,0.0358,0.0162,4.88e-05,0.0522,0.673,80.566,231147,4
Markus sång,Kent,,,,,,,,,,,,,
General Chariot Corp. (LP Version),Bob Newhart,,,,,,,,,,,,,
She Don't Move Me No More,BB King,,,,,,,,,,,,,
Police Story,Black Flag,0.285,0.914,5,-13.901,1,0.109,0.106,0.353,0.961,0.144,110.078,92627,4
Through the Looking Glass (jazz),Chris Standring,,,,,,,,,,,,,
Alma Mater,Moonspell,0.235,0.867,9,-6.408,0,0.0647,0.000133,0.000938,0.0758,0.305,142.939,337307,3
Ormhäxan,Finntroll,0.295,0.921,2,-5.664,1,0.067,3.53e-06,0.802,0.323,0.33,180.074,278960,4
Wish (Album Version),Beautiful Creatures,,,,,,,,,,,,,
Soul of Ethiopia,Oh No,,,,,,,,,,,,,
Prospection,Henri Pousseur,0.521,0.0804,0,-20.475,1,0.119,0.963,0.806,0.0864,0.17,78.26,299013,4
Dontchaletmecatchya,The Wiyos,0.698,0.542,7,-9.997,1,0.0679,0.695,0.000804,0.245,0.903,96.744,187413,4
Louie Louie,Eddie and the Subtitles,0.35,0.927,2,-7.136,1,0.07,0.034,0,0.0876,0.773,153.507,141000,4
This Ain't A Love Song,Bon Jovi,0.348,0.635,4,-6.836,1,0.0386,0.0932,0,0.126,0.144,87.974,306240,3
Chase The Light,Dope Stars Inc.,,,,,,,,,,,,,
Good Texan,The Vaughan Brothers,0.789,0.526,9,-12.742,1,0.052,0.0551,0.00286,0.283,0.764,142.727,261920,4
Neglected,Marygold,0.6,0.908,7,-4.362,0,0.031,0.0495,0.0277,0.113,0.508,133.849,225141,4
Intro. & Hello Young Lovers (Live) (2000 Digital Remaster),Bobby Darin,,,,,,,,,,,,,
Je suis le passeur du printemps,Jean Lumière,0.503,0.272,10,-8.684,1,0.041,0.966,0,0.12,0.341,118.437,143533,3
Chumpman Blues,Scott Ainslie,0.525,0.427,2,-10.193,1,0.0355,0.836,5.24e-05,0.114,0.731,88.737,175067,4
Forró Praieiro,Sivuca,0.501,0.385,0,-13.263,1,0.0468,0.852,0.896,0.302,0.461,107.763,202800,4
Russian Doll,Flink,0.488,0.906,11,-4.164,0,0.0423,0.000122,0.00271,0.206,0.616,131.964,273720,4
Come Live With Me (12'' Extended Version) (2006 Digital Remaster),Heaven 17,,,,,,,,,,,,,
My M.B. Thang,Tyree,0.814,0.961,8,-10.054,0,0.057,0.000935,0.911,0.0677,0.923,121.005,400320,4
Big Legged Woman,Robert Lockwood_ Jr.,,,,,,,,,,,,,
Bull Dog,The Shangri-Las,0.562,0.71,0,-8.782,1,0.0614,0.6,0.00305,0.0463,0.383,92.43,160973,4
I Can't Believe That You're In Love With Me (Digitally Remastered 95),The John Buzon Trio,,,,,,,,,,,,,
Como Nuestro Amor No Hay Dos,Cabas,,,,,,,,,,,,,
One Year_ Six Months,Yellowcard,,,,,,,,,,,,,
Trows Kind,Elvenking,0.509,0.902,10,-5.273,0,0.0466,2.91e-05,4.01e-05,0.221,0.527,100.065,357520,4
Spoken Word / Ogdens' Nut Gone Flake / Spoken Word,Small Faces,,,,,,,,,,,,,
Song For Stephin Merritt,Kira,,,,,,,,,,,,,
Change Clothes,Jay-Z,,,,,,,,,,,,,
Mis calles de arena,Fabián,,,,,,,,,,,,,
Kathleen's Song / Ray Lynch,Ray Lynch,0.288,0.0919,2,-20.891,1,0.0437,0.937,0.618,0.0813,0.119,117.456,250227,1
Ascendant,Keep Of Kalessin,0.402,0.978,8,-5.896,0,0.118,0.000207,8.99e-05,0.0467,0.105,115.014,271467,4
Cai dentro,Gabriel Grossi,,,,,,,,,,,,,
My Funny Valentine,Jeanie Lambe & The Danny Moss Quartet,,,,,,,,,,,,,
L'Etang Chimérique,Jacques Douai,,,,,,,,,,,,,
